# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		6549		4461		2588
1		5396		8653		2858
2		4827		12719		2988
3		4397		16762		3034
4		4166		20746		3080
5		3926		24780		3119
6		3757		28788		3158
7		3617		32781		3168
8		3494		36724		3178
9		3393		40652		3184
10		3329		44589		3179
11		3260		48474		3197
12		3149		52424		3200
13		3083		56336		3197
14		3029		60246		3208
15		2993		64158		3223
16		2944		68074		3221
17		2893		71948		3224
18		2854		75793		3221
19		2790		79705		3232
20		2762		83612		3238
21		2743		87526		3234
22		2708		91426		3231
23		2678		95312		3241
24		2667		99225		3249
25		2644		103092		3249
26		2617		106962		3250
27		2600		110805		3261
28		2577		114742		3257
29		2559		118661		3262
30		2531		122595		3271
31		2519		126480		3271
32		2506		130382		3276
33		2490		134193		3272
34		2472		138103		3264
35		2462		141996		3258
36		2443		145919		3248
37		2431		149819		3256
38		2417		153708		3257
39		2407		157636		3266
40		2392		161553		3266
41		2378		165476		3267
42		2371		169415		3279
43		2361		173282		3284
44		2349		177136		3293
45		2327		181019		3298
46		2323		184935		3296
47		2309		188834		3294
48		2303		192749		3297
49		2282		196665		3302
50		2270		200519		3298
51		2254		204442		3283
52		2245		208299		3280
53		2228		212222		3273
54		2217		216140		3284
55		2205		220023		3282
56		2200		223932		3281
57		2193		227843		3280
58		2179		231727		3279
59		2162		235585		3285
60		2155		239453		3290
61		2154		243352		3290
62		2137		247218		3288
63		2122		251100		3289
64		2119		255006		3285
65		2111		258915		3289
66		2098		262786		3294
67		2094		266688		3294
68		2092		270563		3297
69		2085		274461		3298
70		2079		278378		3301
71		2077		282264		3301
72		2073		286119		3306
73		2069		290026		3304
74		2071		293852		3304
75		2062		297752		3305
76		2051		301664		3309
77		2050		305605		3309
78		2050		309457		3309
79		2046		313335		3310
80		2043		317151		3309
81		2035		321014		3314
82		2028		324938		3314
83		2024		328809		3313
84		2017		332687		3318
85		2010		336589		3319
86		2011		340451		3321
87		2012		344353		3323
88		2003		348201		3322
89		1994		352112		3323
90		1990		355960		3321
91		1987		359838		3327
92		1979		363744		3326
93		1976		367637		3329
94		1973		371517		3328
95		1969		375426		3329
96		1968		379308		3330
97		1962		383177		3330
98		1958		387109		3332
99		1953		390951		3333
100		1944		394843		3335
101		1942		398726		3337
102		1942		402635		3337
103		1940		406492		3338
104		1940		410394		3341
105		1937		414258		3341
106		1939		418174		3340
107		1932		422063		3342
108		1927		425953		3339
109		1920		429814		3336
110		1921		433716		3334
111		1919		437573		3335
112		1919		441489		3335
113		1919		445340		3332
114		1914		449270		3334
115		1911		453166		3334
116		1913		457098		3335
117		1908		460965		3330
118		1909		464880		3334
119		1907		468767		3331
120		1903		472638		3331
121		1897		476529		3329
122		1895		480380		3327
123		1896		484249		3328
124		1891		488148		3326
125		1891		492012		3329
126		1889		495889		3330
127		1888		499813		3334
128		1885		503720		3334
129		1880		507622		3333
130		1880		511453		3330
131		1881		515399		3331
132		1883		519298		3328
133		1881		523223		3325
134		1879		527128		3324
135		1878		531005		3325
136		1877		534862		3323
137		1877		538724		3329
138		1876		542627		3330
139		1864		546463		3331
140		1862		550341		3332
141		1863		554229		3334
142		1862		558133		3336
143		1863		562023		3338
144		1861		565923		3334
145		1855		569795		3334
146		1850		573694		3335
147		1844		577550		3338
148		1840		581439		3336
149		1839		585343		3339
150		1837		589214		3341
151		1835		593105		3344
152		1833		596980		3346
