# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		6466		4530		2658
1		5543		8815		2941
2		4933		13046		3072
3		4502		17205		3116
4		4252		21327		3160
5		4052		25409		3225
6		3842		29487		3228
7		3730		33542		3225
8		3592		37607		3241
9		3462		41654		3250
10		3346		45695		3272
11		3253		49695		3281
12		3152		53662		3287
13		3106		57599		3305
14		3066		61639		3285
15		3010		65642		3293
16		2903		69654		3305
17		2881		73647		3307
18		2871		77655		3297
19		2816		81658		3297
20		2741		85648		3303
21		2747		89652		3291
22		2700		93637		3285
23		2675		97647		3285
24		2692		101648		3282
25		2602		105618		3294
26		2597		109621		3299
27		2580		113607		3302
28		2538		117571		3306
29		2549		121578		3295
30		2487		125595		3281
31		2448		129569		3295
32		2414		133530		3288
33		2393		137515		3301
34		2346		141483		3295
35		2300		145440		3293
36		2278		149395		3295
37		2263		153395		3300
38		2265		157308		3306
39		2213		161265		3309
40		2201		165203		3312
41		2177		169113		3310
42		2146		173058		3308
43		2113		176986		3310
44		2111		180963		3317
45		2086		184971		3310
46		2055		188918		3316
47		2040		192807		3320
48		2023		196713		3328
49		2011		200619		3322
50		2011		204535		3313
51		2009		208479		3324
52		2004		212438		3315
53		2001		216356		3320
54		2009		220257		3309
55		1972		224172		3324
56		1964		228132		3329
57		1945		232071		3329
58		1939		236022		3338
59		1917		239945		3339
60		1914		243902		3339
61		1890		247800		3341
62		1910		251694		3338
63		1909		255554		3335
64		1902		259487		3327
65		1912		263388		3322
66		1888		267326		3325
67		1888		271245		3331
68		1877		275168		3329
69		1868		279099		3336
70		1850		283020		3326
71		1859		286965		3331
72		1846		290836		3341
73		1847		294773		3339
74		1842		298690		3353
75		1860		302609		3359
76		1851		306589		3359
77		1828		310522		3362
78		1808		314427		3355
79		1812		318316		3357
80		1804		322234		3343
81		1784		326139		3338
82		1766		330054		3332
83		1774		333976		3325
84		1776		337920		3328
85		1764		341832		3326
86		1774		345766		3325
87		1778		349707		3331
88		1763		353606		3324
89		1769		357506		3318
90		1768		361390		3318
91		1762		365326		3325
92		1764		369258		3327
93		1755		373206		3328
94		1754		377136		3337
95		1743		381052		3344
96		1736		384940		3341
97		1713		388873		3341
98		1711		392807		3337
99		1704		396749		3341
100		1705		400655		3338
101		1691		404560		3341
102		1697		408496		3340
103		1702		412380		3335
104		1693		416316		3340
105		1696		420190		3340
106		1678		424057		3343
107		1677		427927		3341
108		1664		431841		3337
109		1651		435781		3347
110		1625		439707		3352
111		1622		443633		3351
112		1634		447521		3347
113		1640		451430		3348
114		1651		455347		3355
115		1633		459249		3353
116		1648		463139		3353
117		1631		467054		3348
118		1630		470976		3342
119		1617		474911		3350
120		1607		478777		3348
121		1591		482675		3354
122		1601		486553		3355
